id,title,category,target_audience,hook_type,duration,cta_offer,created_at
"SC-MU7E931Y-76","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:11:25.464Z"
"SC-MU7E92YE-84","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:11:26.415Z"
"SC-MU7E93TM-73","5 Saal Rock Solid Walls, Not 2 Saal Scam Cycle","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:11:26.707Z"
"SC-MU7EAG3Q-98","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:12:29.307Z"
"SC-MU7EAGTT-47","5 Saal Ka Stone Armor: Repaint Scam Ka Saamna","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:12:30.373Z"
"SC-MU7EAH24-16","2% Cash Discount Ka 7-Day Compound Effect — Dealer ROCE Booster","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:12:31.378Z"
"SC-MU7EBTD1-50","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coating","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:13:33.780Z"
"SC-MU7EBU6J-75","Seamless Accent Walls: Swatch Rustic Texture x Modern Minimalist Lighting","Architect Spec","Interior Decorators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:13:33.982Z"
"SC-MU7EBUYB-79","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:13:35.044Z"
"SC-MU7ED79E-63","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:14:38.108Z"
"SC-MU7ED831-19","2% Cash Discount Ka Power: Dealer ROCE Kaise Barhao?","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:14:38.439Z"
"SC-MU7ED73Q-65","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:14:38.475Z"
"SC-MU7EEL07-53","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:15:42.457Z"
"SC-MU7EEL12-12","5 Saal Ka Stone Armor: Repainting Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:15:42.605Z"
"SC-MU7EEKQJ-77","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:15:43.360Z"
"SC-MU7EFYE4-66","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:16:46.403Z"
"SC-MU7EFYI6-85","PVC Chej Kitna Matter Hota Hai: Primer Vs Emulsion Vs Texture","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:16:46.704Z"
"SC-MU7EFZ3D-63","5 Saal Ka Stone Armor: Repainting Scam Kyon Chhodo?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:16:47.056Z"
"SC-MU7EHBQF-36","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:17:50.521Z"
"SC-MU7EHBZ0-93","5 Saal Ka Stone Armor: Repainting Scam Ka Saamna","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:17:50.754Z"
"SC-MU7EHC8I-59","How Sunlight Gradients Dance on Natural Quartz Textures","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:17:51.364Z"
"SC-MU7EIPV4-92","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:18:55.022Z"
"SC-MU7EIP7L-64","Crack-Bridging Science: How High-Elongation Acrylic Polymers Stretch Over Structural Micro-Cracks","Science of Paints","Builders & Architects","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:18:55.039Z"
"SC-MU7EIPEJ-79","Notched Trowel vs Flat Float: Kaunsa Texture Uniform?","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:18:55.381Z"
"SC-MU7EK2Z7-95","Seamless Accent Walls: Swatch Rustic Texture x Minimalist Lighting","Architect Spec","Interior Decorators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:19:58.727Z"
"SC-MU7EK2ZN-43","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:19:58.868Z"
"SC-MU7EK39A-35","The True Cost of Space: Bulk Bags vs Heavy Machines","Dealer Counter","Hardware Retailers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:19:58.888Z"
"SC-MU7ELG8T-51","Light on Stone: How Quartz Texture Behaves with Sunlight","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:21:02.725Z"
"SC-MU7ELG4Z-19","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:21:02.742Z"
"SC-MU7ELG9A-49","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:21:02.892Z"
"SC-MU7EMTIY-80","Ready-To-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:22:06.558Z"
"SC-MU7EMTNE-70","Monsoon Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:22:07.075Z"
"SC-MU7EMTIJ-35","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:22:07.305Z"
"SC-MU7EO75X-41","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:23:10.755Z"
"SC-MU7EO7CD-96","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings Ke Sath","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:23:11.139Z"
"SC-MU7EO6RV-18","5 Saal Ka Stone Armor: Repainting Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:23:11.158Z"
"SC-MU7EPKLK-22","Monsoon Mold Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:24:14.723Z"
"SC-MU7EPKB3-83","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:24:14.945Z"
"SC-MU7EPKM0-94","2% Cash Discount Ka Power: Dealer ROCE Kaise Barhao?","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:24:15.245Z"
"SC-MU7EQXNV-79","High-Build Texture vs Multi-Coat Putty: 2 Days Saved","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:25:19.215Z"
"SC-MU7EQY2F-82","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:25:19.393Z"
"SC-MU7EQXTY-56","Monsoon Mold Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:25:19.490Z"
"SC-MU7ESBK5-37","30-Day Buyback Guarantee: Zero Risk New Product Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:26:22.901Z"
"SC-MU7ESBFD-42","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:26:23.218Z"
"SC-MU7ESBMR-89","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coatings Ke Saath","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:26:23.994Z"
"SC-MU7ETOKH-50","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Ki Sachchi Bat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:27:27.361Z"
"SC-MU7ETPEL-68","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:27:27.402Z"
"SC-MU7ETOSZ-82","The Unboxing of Swatch Rustic: ₹50 Cash Token Hunt","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:27:32.447Z"
"SC-MU7EV2CJ-40","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:28:31.089Z"
"SC-MU7EV2AX-58","Why Respecting Applicators Builds a Lifelong Brand","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:28:31.386Z"
"SC-MU7EV682-96","5 Saal Ka Stone Armor: Repainting Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:28:35.917Z"
"SC-MU7EWFHF-81","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:29:34.365Z"
"SC-MU7EWFPL-65","Ready-to-Use Bags: Dealer Cash Flow Safety Net","Dealer Counter","Hardware & Paint Shop Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:29:35.033Z"
"SC-MU7EWJ78-45","30-Day Buyback Guarantee: Risk-Free Growth for Your Store","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:29:38.970Z"
"SC-MU7EXSTE-86","Monsoon Mold Magic: How Your Paint Fights Fungus","Science of Paints","Homeowners & Builders","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:30:38.397Z"
"SC-MU7EXVUJ-70","How Sunlight Breathes Life into Graded Quartz Textures","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:30:42.234Z"
"SC-MU7EZ65D-78","High-Build Texture vs Multi-Coat Putty: 2 Days Saved","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:31:45.826Z"
"SC-MU7EZ5PD-75","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:31:47.271Z"
"SC-MU7EZ8O6-83","Seamless Accent Walls: Swatch Rustic Texture x Modern Minimalist Lighting","Architect Spec","Interior Decorators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:31:47.679Z"
"SC-MU7F0LQK-24","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:32:50.200Z"
"SC-MU7F0N60-68","Why Respecting Applicators Builds a Lifelong Brand: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:32:50.829Z"
"SC-MU7F0MUX-80","PVC Chej Kitna Matter Hota Hai: Primer, Emulsion, Texture Ki Sachchi Baat","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:32:51.133Z"
"SC-MU7F1ZWC-82","Why Walls Sweat & How Polymers Lock It Out","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:33:54.646Z"
"SC-MU7F204Q-11","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:33:54.821Z"
"SC-MU7F1ZEN-13","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:33:55.178Z"
"SC-MU7F3D4T-15","High-Build Texture vs Multi-Coat Putty: 2 Days Saved Live","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:34:58.914Z"
"SC-MU7F3D9W-17","Har Deewar Ka Pukka Vishwas: Rajasthan-Style Coating Craft","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:34:59.084Z"
"SC-MU7F3DJL-80","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:34:59.120Z"
"SC-MU7F4QUL-82","Pre-Monsoon Wall Check: 3 Signs Your Texture Needs Guard","Homeowner Film","Villa & House Owners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:36:02.227Z"
"SC-MU7F4QQ8-14","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:36:03.108Z"
"SC-MU7F4QVL-64","2% Cash Discount Ka Power: Dealer ROCE Kaise Barhao?","Dealer Counter","Paint Stockists","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:36:03.379Z"
"SC-MU7F64GN-70","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:37:06.875Z"
"SC-MU7F63KV-28","Notched Trowel vs Flat Float: Perfect Rustic Uniformity","Painters Club","Thekedaars & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:37:07.016Z"
"SC-MU7F649G-36","30-Day Buyback Guarantee — Zero Risk Launch","Dealer Counter","Retail Paint Dealers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:37:07.037Z"
"SC-MU7F7HKK-27","Aesthetic Light Shadows: How Natural Graded Quartz Texture Plays with Sunlight on Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:38:10.868Z"
"SC-MU7F7HKZ-60","Water-Based vs Solvent Paints: Odor, VOCs, Health & Flame Safety","Science of Paints","Homeowners","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:38:11.618Z"
"SC-MU7F7HGK-26","Respect the Brush, Build a Legacy","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:38:11.817Z"
"SC-MU7F8VKC-28","Sunlight on Stone: How Graded Quartz Texture Frames Facades","Architect Spec","Architects & Interior Designers","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:39:15.527Z"
"SC-MU7F8UTX-42","5 Saal Ka Stone Armor: Repainting Scam Kyun Banta Hai?","Homeowner Film","Homeowners Building Houses","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:39:15.824Z"
"SC-MU7F8VEU-70","The Unboxing of Swatch Rustic: Finding the Sealed ₹50 Cash Token and Instant Scanning","Painters Club","Professional Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:39:15.931Z"
"SC-MU7FA8QC-66","Respect Kamzosh, Makaan Banega: Swatch Certified Painter Community","Painters Club","Master Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:40:19.191Z"
"SC-MU7FA8YJ-28","Why Walls Sweat & How Smart Polymers Stop It","Science of Paints","Homeowners & Painters","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:40:19.419Z"
"SC-MU7FA91B-27","PVC Chejdet Kya Hota Hai: Primer, Emulsion, Texture Ki Sachchi Vartamanata","Science of Paints","Painters & Contractors","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:40:20.280Z"
"SC-MU7FBM10-94","High-Build Texture vs Multi-Coat Putty: 2 Days Saved","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:41:23.175Z"
"SC-MU7FBLUG-23","High-Build Texture: 2 Labour Days Saved vs Multi-Coat Putty Sanding","Painters Club","Contractors & Applicators","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:41:23.395Z"
"SC-MU7FBMP6-90","Har Deewar Ka Pukka Vishwas: Rajasthan-Engineered Coating Ke Saath Ghar Safalta","Homeowner Film","Families","MrBeast Visual Spike","55s","Free Consultation (+91 8000530422)","2026-09-18T20:41:24.155Z"
