id,shop_name,district,cluster_area,owner_name,phone,full_address,primary_category,estimated_monthly_volume
2267,"Vikas Gandhi Trade Associates",Bhilwara,"Gandhi Nagar","Trader F Bhilwara",+919414004545,"Shop 82, Main Road, Gandhi Nagar, Bhilwara, Rajasthan","Water-Based Paints & Hardware",311
2268,"Shree MIA Paints & Hardware Mart",Alwar,"MIA Industrial Area","Trader G Alwar",+919414004547,"Shop 83, Main Road, MIA Industrial Area, Alwar, Rajasthan","Water-Based Paints & Hardware",324
2269,"Jai Bajoria Paint & Sanitary Store",Sikar,"Bajoria Road","Trader H Sikar",+919414004549,"Shop 84, Main Road, Bajoria Road, Sikar, Rajasthan","Water-Based Paints & Hardware",337
2270,"New Suratgarh Colors & Coatings Agency",Sri Ganganagar,"Suratgarh Road","Trader I Sri Ganganagar",+919414004551,"Shop 85, Main Road, Suratgarh Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",350
2271,"Royal Kumher Hardware & Building Materials",Bharatpur,"Kumher Gate","Trader J Bharatpur",+919414004553,"Shop 86, Main Road, Kumher Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",363
2272,"Modern Mandia Wall Protect & Texture Depot",Pali,"Mandia Road Industrial Area","Trader K Pali",+919414004555,"Shop 87, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",376
2273,"Star Chanderiya Trade Associates",Chittorgarh,"Chanderiya Industrial Area","Trader L Chittorgarh",+919414004557,"Shop 88, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",389
2274,"Classic Gandhi Paints & Hardware Mart",Nagaur,"Gandhi Chowk","Trader M Nagaur",+919414004559,"Shop 89, Main Road, Gandhi Chowk, Nagaur, Rajasthan","Water-Based Paints & Hardware",402
2275,"National Mandawa Paint & Sanitary Store",Jhunjhunu,"Mandawa Road","Trader N Jhunjhunu",+919414004561,"Shop 90, Main Road, Mandawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",415
2276,"Ganesh Niwai Colors & Coatings Agency",Tonk,"Niwai Industrial Area","Trader O Tonk",+919414004563,"Shop 91, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",428
2277,"Maruti Town Hardware & Building Materials",Hanumangarh,"Town Main Bazaar","Trader P Hanumangarh",+919414004565,"Shop 92, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",41
2278,"Balaji Bandikui Wall Protect & Texture Depot",Dausa,"Bandikui Mandi","Trader Q Dausa",+919414004567,"Shop 93, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",54
2279,"Kalyan Refinery Trade Associates",Barmer,"Refinery Site Corridor","Trader R Barmer",+919414004569,"Shop 94, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",67
2280,"Krishna Mansarovar Paints & Hardware Mart",Jaipur,"Mansarovar","Trader S Jaipur",+919414004571,"Shop 95, Main Road, Mansarovar, Jaipur, Rajasthan","Water-Based Paints & Hardware",80
2281,"Vikas Shastri Paint & Sanitary Store",Jodhpur,"Shastri Nagar","Trader T Jodhpur",+919414004573,"Shop 96, Main Road, Shastri Nagar, Jodhpur, Rajasthan","Water-Based Paints & Hardware",93
2282,"Shree Gumanpura Colors & Coatings Agency",Kota,"Gumanpura","Trader U Kota",+919414004575,"Shop 97, Main Road, Gumanpura, Kota, Rajasthan","Water-Based Paints & Hardware",106
2283,"Jai Sadul Hardware & Building Materials",Bikaner,"Sadul Colony","Trader V Bikaner",+919414004577,"Shop 98, Main Road, Sadul Colony, Bikaner, Rajasthan","Water-Based Paints & Hardware",119
2284,"New Kishangarh Wall Protect & Texture Depot",Ajmer,"Kishangarh Marble Mandi","Trader W Ajmer",+919414004579,"Shop 99, Main Road, Kishangarh Marble Mandi, Ajmer, Rajasthan","Water-Based Paints & Hardware",132
2285,"Royal Fatehpura Trade Associates",Udaipur,"Fatehpura","Trader X Udaipur",+919414004581,"Shop 100, Main Road, Fatehpura, Udaipur, Rajasthan","Water-Based Paints & Hardware",145
2286,"Modern RIICO Paints & Hardware Mart",Bhilwara,"RIICO Industrial Area","Trader Y Bhilwara",+919414004583,"Shop 101, Main Road, RIICO Industrial Area, Bhilwara, Rajasthan","Water-Based Paints & Hardware",158
2287,"Star Manu Paint & Sanitary Store",Alwar,"Manu Marg","Trader Z Alwar",+919414004585,"Shop 102, Main Road, Manu Marg, Alwar, Rajasthan","Water-Based Paints & Hardware",171
2288,"Classic Fatehpur Colors & Coatings Agency",Sikar,"Fatehpur Road","Trader A Sikar",+919414004587,"Shop 103, Main Road, Fatehpur Road, Sikar, Rajasthan","Water-Based Paints & Hardware",184
2289,"National Padampur Hardware & Building Materials",Sri Ganganagar,"Padampur Road","Trader B Sri Ganganagar",+919414004589,"Shop 104, Main Road, Padampur Road, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",197
2290,"Ganesh Anah Wall Protect & Texture Depot",Bharatpur,"Anah Gate","Trader C Bharatpur",+919414004591,"Shop 105, Main Road, Anah Gate, Bharatpur, Rajasthan","Water-Based Paints & Hardware",210
2291,"Maruti Sumerpur Trade Associates",Pali,"Sumerpur Road","Trader D Pali",+919414004593,"Shop 106, Main Road, Sumerpur Road, Pali, Rajasthan","Water-Based Paints & Hardware",223
2292,"Balaji Collectorate Paints & Hardware Mart",Chittorgarh,"Collectorate Road","Trader E Chittorgarh",+919414004595,"Shop 107, Main Road, Collectorate Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",236
2293,"Kalyan Makrana Paint & Sanitary Store",Nagaur,"Makrana Marble Zone","Trader F Nagaur",+919414004597,"Shop 108, Main Road, Makrana Marble Zone, Nagaur, Rajasthan","Water-Based Paints & Hardware",249
2294,"Krishna Khetri Colors & Coatings Agency",Jhunjhunu,"Khetri Nagar","Trader G Jhunjhunu",+919414004599,"Shop 109, Main Road, Khetri Nagar, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",262
2295,"Vikas Malpura Hardware & Building Materials",Tonk,"Malpura Road","Trader H Tonk",+919414004601,"Shop 110, Main Road, Malpura Road, Tonk, Rajasthan","Water-Based Paints & Hardware",275
2296,"Shree Junction Wall Protect & Texture Depot",Hanumangarh,"Junction Market","Trader I Hanumangarh",+919414004603,"Shop 111, Main Road, Junction Market, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",288
2297,"Jai Station Trade Associates",Dausa,"Station Road","Trader J Dausa",+919414004605,"Shop 112, Main Road, Station Road, Dausa, Rajasthan","Water-Based Paints & Hardware",301
2298,"New Sindhari Paints & Hardware Mart",Barmer,"Sindhari Road","Trader K Barmer",+919414004607,"Shop 113, Main Road, Sindhari Road, Barmer, Rajasthan","Water-Based Paints & Hardware",314
2299,"Royal Tonk Paint & Sanitary Store",Jaipur,"Tonk Road","Trader L Jaipur",+919414004609,"Shop 114, Main Road, Tonk Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",327
2300,"Modern Boranada Colors & Coatings Agency",Jodhpur,"Boranada SEZ","Trader M Jodhpur",+919414004611,"Shop 115, Main Road, Boranada SEZ, Jodhpur, Rajasthan","Water-Based Paints & Hardware",340
2301,"Star DCM Hardware & Building Materials",Kota,"DCM Road","Trader N Kota",+919414004613,"Shop 116, Main Road, DCM Road, Kota, Rajasthan","Water-Based Paints & Hardware",353
2302,"Classic Bichhwal Wall Protect & Texture Depot",Bikaner,"Bichhwal Industrial Area","Trader O Bikaner",+919414004615,"Shop 117, Main Road, Bichhwal Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",366
2303,"National Beawar Trade Associates",Ajmer,"Beawar City","Trader P Ajmer",+919414004617,"Shop 118, Main Road, Beawar City, Ajmer, Rajasthan","Water-Based Paints & Hardware",379
2304,"Ganesh Sukher Paints & Hardware Mart",Udaipur,"Sukher Industrial Area","Trader Q Udaipur",+919414004619,"Shop 119, Main Road, Sukher Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",392
2305,"Maruti Bhopalganj Paint & Sanitary Store",Bhilwara,"Bhopalganj","Trader R Bhilwara",+919414004621,"Shop 120, Main Road, Bhopalganj, Bhilwara, Rajasthan","Water-Based Paints & Hardware",405
2306,"Balaji Company Colors & Coatings Agency",Alwar,"Company Bagh","Trader S Alwar",+919414004623,"Shop 121, Main Road, Company Bagh, Alwar, Rajasthan","Water-Based Paints & Hardware",418
2307,"Kalyan Piprali Hardware & Building Materials",Sikar,"Piprali Road","Trader T Sikar",+919414004625,"Shop 122, Main Road, Piprali Road, Sikar, Rajasthan","Water-Based Paints & Hardware",431
2308,"Krishna Gola Wall Protect & Texture Depot",Sri Ganganagar,"Gola Market","Trader U Sri Ganganagar",+919414004627,"Shop 123, Main Road, Gola Market, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",44
2309,"Vikas Circular Trade Associates",Bharatpur,"Circular Road","Trader V Bharatpur",+919414004629,"Shop 124, Main Road, Circular Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",57
2310,"Shree Somnath Paints & Hardware Mart",Pali,"Somnath Temple Market","Trader W Pali",+919414004631,"Shop 125, Main Road, Somnath Temple Market, Pali, Rajasthan","Water-Based Paints & Hardware",70
2311,"Jai Nimbahera Paint & Sanitary Store",Chittorgarh,"Nimbahera Town","Trader X Chittorgarh",+919414004633,"Shop 126, Main Road, Nimbahera Town, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",83
2312,"New Didwana Colors & Coatings Agency",Nagaur,"Didwana Road","Trader Y Nagaur",+919414004635,"Shop 127, Main Road, Didwana Road, Nagaur, Rajasthan","Water-Based Paints & Hardware",96
2313,"Royal Chirawa Hardware & Building Materials",Jhunjhunu,"Chirawa Road","Trader Z Jhunjhunu",+919414004637,"Shop 128, Main Road, Chirawa Road, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",109
2314,"Modern Civil Wall Protect & Texture Depot",Tonk,"Civil Lines","Trader A Tonk",+919414004639,"Shop 129, Main Road, Civil Lines, Tonk, Rajasthan","Water-Based Paints & Hardware",122
2315,"Star Rawatsar Trade Associates",Hanumangarh,"Rawatsar Road","Trader B Hanumangarh",+919414004641,"Shop 130, Main Road, Rawatsar Road, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",135
2316,"Classic Lalsot Paints & Hardware Mart",Dausa,"Lalsot Road","Trader C Dausa",+919414004643,"Shop 131, Main Road, Lalsot Road, Dausa, Rajasthan","Water-Based Paints & Hardware",148
2317,"National Balotra Paint & Sanitary Store",Barmer,"Balotra Textile & Hardware Hub","Trader D Barmer",+919414004645,"Shop 132, Main Road, Balotra Textile & Hardware Hub, Barmer, Rajasthan","Water-Based Paints & Hardware",161
2318,"Ganesh Amer Colors & Coatings Agency",Jaipur,"Amer Road","Trader E Jaipur",+919414004647,"Shop 133, Main Road, Amer Road, Jaipur, Rajasthan","Water-Based Paints & Hardware",174
2319,"Maruti Sardarpura Hardware & Building Materials",Jodhpur,"Sardarpura","Trader F Jodhpur",+919414004649,"Shop 134, Main Road, Sardarpura, Jodhpur, Rajasthan","Water-Based Paints & Hardware",187
2320,"Balaji Rampura Wall Protect & Texture Depot",Kota,"Rampura","Trader G Kota",+919414004651,"Shop 135, Main Road, Rampura, Kota, Rajasthan","Water-Based Paints & Hardware",200
2321,"Kalyan Rani Trade Associates",Bikaner,"Rani Bazar Industrial Area","Trader H Bikaner",+919414004653,"Shop 136, Main Road, Rani Bazar Industrial Area, Bikaner, Rajasthan","Water-Based Paints & Hardware",213
2322,"Krishna Kutchery Paints & Hardware Mart",Ajmer,"Kutchery Road","Trader I Ajmer",+919414004655,"Shop 137, Main Road, Kutchery Road, Ajmer, Rajasthan","Water-Based Paints & Hardware",226
2323,"Vikas Hiran Paint & Sanitary Store",Udaipur,"Hiran Magri","Trader J Udaipur",+919414004657,"Shop 138, Main Road, Hiran Magri, Udaipur, Rajasthan","Water-Based Paints & Hardware",239
2324,"Shree Sanganer Colors & Coatings Agency",Bhilwara,"Sanganer Road","Trader K Bhilwara",+919414004659,"Shop 139, Main Road, Sanganer Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",252
2325,"Jai Bhiwadi Hardware & Building Materials",Alwar,"Bhiwadi Industrial Zone","Trader L Alwar",+919414004661,"Shop 140, Main Road, Bhiwadi Industrial Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",265
2326,"New Kotwali Wall Protect & Texture Depot",Sikar,"Kotwali Market","Trader M Sikar",+919414004663,"Shop 141, Main Road, Kotwali Market, Sikar, Rajasthan","Water-Based Paints & Hardware",278
2327,"Royal Purani Trade Associates",Sri Ganganagar,"Purani Abadi","Trader N Sri Ganganagar",+919414004665,"Shop 142, Main Road, Purani Abadi, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",291
2328,"Modern Mathura Paints & Hardware Mart",Bharatpur,"Mathura Road","Trader O Bharatpur",+919414004667,"Shop 143, Main Road, Mathura Road, Bharatpur, Rajasthan","Water-Based Paints & Hardware",304
2329,"Star Suraj Paint & Sanitary Store",Pali,"Suraj Pole","Trader P Pali",+919414004669,"Shop 144, Main Road, Suraj Pole, Pali, Rajasthan","Water-Based Paints & Hardware",317
2330,"Classic Fort Colors & Coatings Agency",Chittorgarh,"Fort Road","Trader Q Chittorgarh",+919414004671,"Shop 145, Main Road, Fort Road, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",330
2331,"National Kuchaman Hardware & Building Materials",Nagaur,"Kuchaman City","Trader R Nagaur",+919414004673,"Shop 146, Main Road, Kuchaman City, Nagaur, Rajasthan","Water-Based Paints & Hardware",343
2332,"Ganesh Peeru Wall Protect & Texture Depot",Jhunjhunu,"Peeru Singh Circle","Trader S Jhunjhunu",+919414004675,"Shop 147, Main Road, Peeru Singh Circle, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",356
2333,"Maruti Subhash Trade Associates",Tonk,"Subhash Chowk","Trader T Tonk",+919414004677,"Shop 148, Main Road, Subhash Chowk, Tonk, Rajasthan","Water-Based Paints & Hardware",369
2334,"Balaji Industrial Paints & Hardware Mart",Hanumangarh,"Industrial Area","Trader U Hanumangarh",+919414004679,"Shop 149, Main Road, Industrial Area, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",382
2335,"Kalyan Agra Paint & Sanitary Store",Dausa,"Agra Road","Trader V Dausa",+919414004681,"Shop 150, Main Road, Agra Road, Dausa, Rajasthan","Water-Based Paints & Hardware",395
2336,"Krishna Station Colors & Coatings Agency",Barmer,"Station Road","Trader W Barmer",+919414004683,"Shop 151, Main Road, Station Road, Barmer, Rajasthan","Water-Based Paints & Hardware",408
2337,"Vikas Chomu Hardware & Building Materials",Jaipur,"Chomu","Trader X Jaipur",+919414004685,"Shop 152, Main Road, Chomu, Jaipur, Rajasthan","Water-Based Paints & Hardware",421
2338,"Shree Basni Wall Protect & Texture Depot",Jodhpur,"Basni Industrial Area","Trader Y Jodhpur",+919414004687,"Shop 153, Main Road, Basni Industrial Area, Jodhpur, Rajasthan","Water-Based Paints & Hardware",434
2339,"Jai Vigyan Trade Associates",Kota,"Vigyan Nagar","Trader Z Kota",+919414004689,"Shop 154, Main Road, Vigyan Nagar, Kota, Rajasthan","Water-Based Paints & Hardware",47
2340,"New Kote Paints & Hardware Mart",Bikaner,"Kote Gate","Trader A Bikaner",+919414004691,"Shop 155, Main Road, Kote Gate, Bikaner, Rajasthan","Water-Based Paints & Hardware",60
2341,"Royal Madar Paint & Sanitary Store",Ajmer,"Madar Gate","Trader B Ajmer",+919414004693,"Shop 156, Main Road, Madar Gate, Ajmer, Rajasthan","Water-Based Paints & Hardware",73
2342,"Modern Bapu Colors & Coatings Agency",Udaipur,"Bapu Bazar","Trader C Udaipur",+919414004695,"Shop 157, Main Road, Bapu Bazar, Udaipur, Rajasthan","Water-Based Paints & Hardware",86
2343,"Star Pur Hardware & Building Materials",Bhilwara,"Pur Road","Trader D Bhilwara",+919414004697,"Shop 158, Main Road, Pur Road, Bhilwara, Rajasthan","Water-Based Paints & Hardware",99
2344,"Classic Neemrana Wall Protect & Texture Depot",Alwar,"Neemrana Japanese Zone","Trader E Alwar",+919414004699,"Shop 159, Main Road, Neemrana Japanese Zone, Alwar, Rajasthan","Water-Based Paints & Hardware",112
2345,"National Salasar Trade Associates",Sikar,"Salasar Bus Stand","Trader F Sikar",+919414004701,"Shop 160, Main Road, Salasar Bus Stand, Sikar, Rajasthan","Water-Based Paints & Hardware",125
2346,"Ganesh Birbal Paints & Hardware Mart",Sri Ganganagar,"Birbal Chowk","Trader G Sri Ganganagar",+919414004703,"Shop 161, Main Road, Birbal Chowk, Sri Ganganagar, Rajasthan","Water-Based Paints & Hardware",138
2347,"Maruti Sewar Paint & Sanitary Store",Bharatpur,"Sewar Industrial Area","Trader H Bharatpur",+919414004705,"Shop 162, Main Road, Sewar Industrial Area, Bharatpur, Rajasthan","Water-Based Paints & Hardware",151
2348,"Balaji Mandia Colors & Coatings Agency",Pali,"Mandia Road Industrial Area","Trader I Pali",+919414004707,"Shop 163, Main Road, Mandia Road Industrial Area, Pali, Rajasthan","Water-Based Paints & Hardware",164
2349,"Kalyan Chanderiya Hardware & Building Materials",Chittorgarh,"Chanderiya Industrial Area","Trader J Chittorgarh",+919414004709,"Shop 164, Main Road, Chanderiya Industrial Area, Chittorgarh, Rajasthan","Water-Based Paints & Hardware",177
2350,"Krishna Merta Wall Protect & Texture Depot",Nagaur,"Merta City","Trader K Nagaur",+919414004711,"Shop 165, Main Road, Merta City, Nagaur, Rajasthan","Water-Based Paints & Hardware",190
2351,"Vikas Gugali Trade Associates",Jhunjhunu,"Gugali Market","Trader L Jhunjhunu",+919414004713,"Shop 166, Main Road, Gugali Market, Jhunjhunu, Rajasthan","Water-Based Paints & Hardware",203
2352,"Shree Niwai Paints & Hardware Mart",Tonk,"Niwai Industrial Area","Trader M Tonk",+919414004715,"Shop 167, Main Road, Niwai Industrial Area, Tonk, Rajasthan","Water-Based Paints & Hardware",216
2353,"Jai Town Paint & Sanitary Store",Hanumangarh,"Town Main Bazaar","Trader N Hanumangarh",+919414004717,"Shop 168, Main Road, Town Main Bazaar, Hanumangarh, Rajasthan","Water-Based Paints & Hardware",229
2354,"New Bandikui Colors & Coatings Agency",Dausa,"Bandikui Mandi","Trader O Dausa",+919414004719,"Shop 169, Main Road, Bandikui Mandi, Dausa, Rajasthan","Water-Based Paints & Hardware",242
2355,"Royal Refinery Hardware & Building Materials",Barmer,"Refinery Site Corridor","Trader P Barmer",+919414004721,"Shop 170, Main Road, Refinery Site Corridor, Barmer, Rajasthan","Water-Based Paints & Hardware",255
2356,"Modern Malviya Wall Protect & Texture Depot",Jaipur,"Malviya Nagar","Trader Q Jaipur",+919414004723,"Shop 171, Main Road, Malviya Nagar, Jaipur, Rajasthan","Water-Based Paints & Hardware",268
2357,"Star Ratanada Trade Associates",Jodhpur,"Ratanada","Trader R Jodhpur",+919414004725,"Shop 172, Main Road, Ratanada, Jodhpur, Rajasthan","Water-Based Paints & Hardware",281
2358,"Classic Mahaveer Paints & Hardware Mart",Kota,"Mahaveer Nagar","Trader S Kota",+919414004727,"Shop 173, Main Road, Mahaveer Nagar, Kota, Rajasthan","Water-Based Paints & Hardware",294
2359,"National Nokha Paint & Sanitary Store",Bikaner,"Nokha Road","Trader T Bikaner",+919414004729,"Shop 174, Main Road, Nokha Road, Bikaner, Rajasthan","Water-Based Paints & Hardware",307
2360,"Ganesh Clock Colors & Coatings Agency",Ajmer,"Clock Tower Market","Trader U Ajmer",+919414004731,"Shop 175, Main Road, Clock Tower Market, Ajmer, Rajasthan","Water-Based Paints & Hardware",320
2361,"Maruti Mewar Hardware & Building Materials",Udaipur,"Mewar Industrial Area","Trader V Udaipur",+919414004733,"Shop 176, Main Road, Mewar Industrial Area, Udaipur, Rajasthan","Water-Based Paints & Hardware",333
